,d_game_date,c_prop_cd,c_game_report_desc,c_game_report_type,c_table_num,Drop,f_hands_played,i_minutes_played,f_theo_win,f_actual_win,i_open_hours,actul win over minutes played
235,2020-11-03,ABC,SZ Roulette,Roulette,170,106,510,1188,23.32,8789,11,7.398148148148148
236,2020-11-09,ABC,Face Up Pai Gow,Pai Gow,206,4161,630,3080,790.59,645,14,0.20941558441558442
237,2020-11-04,ABC,Free Bet BJ 6 to 5,Blackjack,652,1290,1344,756,283.8,4382,18,5.796296296296297
238,2020-10-20,ABC,Free Bet BJ 6 to 5,Blackjack,652,3500,990,552,770.0,-12222,23,-22.141304347826086
239,2020-10-14,ABC,Nepal Baccarat,Baccarat,204,3082,1020,1152,647.22,-5670,16,-4.921875
240,2020-11-08,ABC,Free Bet BJ 6 to 5,Blackjack,804,1904,912,3780,418.88,7021,21,1.8574074074074074
241,2020-10-14,ABC,Free Bet BJ 6 to 5,Blackjack,652,3564,144,2544,784.08,5925,24,2.329009433962264
242,2020-11-19,ABC,SZ Roulette,Roulette,170,594,1140,490,130.68,4264,7,8.70204081632653
243,2020-10-12,ABC,Nepal Baccarat,Baccarat,204,1818,600,2600,381.78,2442,13,0.9392307692307692
244,2020-10-23,ABC,Free Bet BJ 6 to 5,Blackjack,803,4301,1197,6325,946.22,-2147,23,-0.33944664031620553
245,2020-10-02,ABC,SZ Roulette,Roulette,171,3330,1495,3080,732.6,11780,22,3.824675324675325
246,2020-10-17,ABC,SZ Roulette,Roulette,171,5037,1071,3465,1108.14,1312,21,0.37864357864357867
247,2020-10-20,ABC,SZ Roulette,Roulette,170,2128,496,1656,468.16,-3960,18,-2.391304347826087
248,2020-10-28,ABC,SZ Roulette,Roulette,170,4284,1332,702,942.48,6048,13,8.615384615384615
249,2020-10-14,ABC,Face Up Pai Gow,Pai Gow,208,944,506,2508,179.36,-810,19,-0.3229665071770335
250,2020-11-17,ABC,Nepal Baccarat,Baccarat,203,3836,814,252,805.56,18829,7,74.71825396825396
251,2020-10-30,ABC,SZ Roulette,Roulette,170,5140,928,2772,1130.8,14640,22,5.2813852813852815
252,2020-11-06,ABC,TZ Roulette,Roulette,4,1904,1140,2280,418.88,12350,19,5.416666666666667
253,2020-10-27,ABC,Face Up Pai Gow,Pai Gow,208,3222,1554,780,612.1800000000001,3892,10,4.98974358974359
254,2020-10-19,ABC,SZ Roulette,Roulette,170,0,624,1716,1650.0,9540,11,5.559440559440559
255,2020-10-03,ABC,Free Bet BJ 6 to 5,Blackjack,652,5073,976,1890,1116.06,14136,18,7.479365079365079
256,2020-10-18,ABC,Face Up Pai Gow,Pai Gow,208,7200,736,6240,1368.0,-4704,24,-0.7538461538461538
257,2020-10-20,ABC,Nepal Baccarat,Baccarat,203,3612,867,1100,758.52,-7240,4,-6.581818181818182
258,2020-10-16,ABC,TZ Roulette,Roulette,801,4760,1080,3552,1047.2,9600,24,2.7027027027027026
259,2020-10-05,ABC,Nepal Baccarat,Baccarat,203,2610,1340,198,548.1,-27,3,-0.13636363636363635
260,2020-11-16,ABC,Face Up Pai Gow,Pai Gow,206,2370,235,672,450.3,8640,16,12.857142857142858
261,2020-10-25,ABC,Nepal Baccarat,Baccarat,203,3120,1239,2800,655.1999999999999,14671,16,5.239642857142857
262,2020-10-17,ABC,Nepal Baccarat,Baccarat,203,5896,1152,1188,1238.1599999999999,11286,22,9.5
263,2020-10-29,ABC,Free Bet BJ 6 to 5,Blackjack,652,1560,264,4240,343.2,2032,20,0.47924528301886793
264,2020-11-06,ABC,Free Bet BJ 6 to 5,Blackjack,652,4880,1034,2375,1073.6,14269,19,6.008
265,2020-11-12,ABC,Face Up Pai Gow,Pai Gow,207,1278,366,1760,242.82,-5110,10,-2.903409090909091
266,2020-10-02,ABC,Free Bet BJ 6 to 5,Blackjack,803,6831,1288,3128,1502.82,7680,23,2.455242966751918
267,2020-11-05,ABC,Face Up Pai Gow,Pai Gow,207,2000,1426,528,380.0,3961,6,7.5018939393939394
268,2020-10-22,ABC,Free Bet BJ 6 to 5,Blackjack,652,1727,276,451,379.94,-3179,11,-7.048780487804878
269,2020-10-08,ABC,Face Up Pai Gow,Pai Gow,208,3335,949,1924,633.65,11666,13,6.0634095634095635
270,2020-10-23,ABC,Free Bet BJ 6 to 5,Blackjack,804,5720,1037,1728,1258.4,13338,18,7.71875
271,2020-10-10,ABC,SZ Roulette,Roulette,170,2808,1241,969,617.76,-1904,19,-1.9649122807017543
272,2020-10-09,ABC,Nepal Baccarat,Baccarat,204,5405,1323,2340,1135.05,6288,20,2.687179487179487
273,2020-11-05,ABC,SZ Roulette,Roulette,170,4674,354,2310,1028.28,8604,22,3.724675324675325
274,2020-10-06,ABC,Nepal Baccarat,Baccarat,204,2365,1050,1600,496.65,5750,16,3.59375
275,2020-10-24,ABC,Nepal Baccarat,Baccarat,204,4454,1166,3045,935.3399999999999,3864,21,1.2689655172413794
276,2020-10-23,ABC,SZ Roulette,Roulette,170,2864,1058,1368,630.08,-15045,19,-10.99780701754386
277,2020-10-30,ABC,Nepal Baccarat,Baccarat,203,3740,1495,3300,785.4,15360,22,4.654545454545454
278,2020-10-08,ABC,Nepal Baccarat,Baccarat,204,2430,54,1242,510.29999999999995,11886,18,9.570048309178745
279,2020-11-02,ABC,Face Up Pai Gow,Pai Gow,208,0,204,400,340.0,11520,5,28.8
280,2020-11-14,ABC,Nepal Baccarat,Baccarat,203,3150,969,1856,661.5,-7820,16,-4.213362068965517
281,2020-10-13,ABC,Nepal Baccarat,Baccarat,203,5016,208,175,1053.36,2136,1,12.205714285714286
282,2020-11-16,ABC,Face Up Pai Gow,Pai Gow,207,1539,252,1232,292.41,6842,7,5.553571428571429
283,2020-11-21,ABC,Face Up Pai Gow,Pai Gow,207,4488,986,2660,852.72,20013,19,7.523684210526316
284,2020-10-16,ABC,Nepal Baccarat,Baccarat,203,4488,1216,2128,942.48,-8016,19,-3.7669172932330826
285,2020-10-01,ABC,Face Up Pai Gow,Pai Gow,207,2079,1536,1617,395.01,6786,11,4.196660482374768
286,2020-10-03,ABC,Free Bet BJ 6 to 5,Blackjack,7,3840,1197,1596,844.8,4000,21,2.506265664160401
287,2020-10-26,ABC,Nepal Baccarat,Baccarat,204,4992,720,1410,1048.32,7230,6,5.127659574468085
288,2020-11-08,ABC,Face Up Pai Gow,Pai Gow,208,6094,1408,2916,1157.86,-330,18,-0.11316872427983539
289,2020-10-24,ABC,Free Bet BJ 6 to 5,Blackjack,7,3600,980,1944,792.0,1037,18,0.5334362139917695
290,2020-10-17,ABC,TZ Roulette,Roulette,4,7200,992,4100,1584.0,-4165,20,-1.0158536585365854
291,2020-10-28,ABC,Nepal Baccarat,Baccarat,204,3510,800,336,737.1,-5047,12,-15.020833333333334
292,2020-10-16,ABC,TZ Roulette,Roulette,4,1600,1104,567,352.0,10656,21,18.793650793650794
293,2020-11-20,ABC,TZ Roulette,Roulette,801,2664,848,731,586.08,6786,17,9.283173734610124
294,2020-10-10,ABC,Free Bet BJ 6 to 5,Blackjack,804,4163,1320,1558,915.86,-2176,19,-1.3966623876765083
295,2020-10-02,ABC,Face Up Pai Gow,Pai Gow,208,3318,1420,912,630.42,9660,19,10.592105263157896
296,2020-11-07,ABC,Nepal Baccarat,Baccarat,203,5260,1139,2376,1104.6,12206,22,5.1372053872053876
297,2020-10-23,ABC,Free Bet BJ 6 to 5,Blackjack,652,3893,736,2812,856.46,-7968,19,-2.8335704125177807
298,2020-10-24,ABC,Nepal Baccarat,Baccarat,203,2500,765,4028,525.0,-13490,19,-3.349056603773585
299,2020-11-01,ABC,TZ Roulette,Roulette,4,4769,1680,2016,1049.18,13900,18,6.89484126984127
300,2020-10-21,ABC,Free Bet BJ 6 to 5,Blackjack,652,3336,1360,0,733.92,-2414,0,-inf
301,2020-10-12,ABC,Free Bet BJ 6 to 5,Blackjack,804,1826,413,4140,401.72,13566,23,3.2768115942028984
302,2020-10-11,ABC,SZ Roulette,Roulette,170,3349,1380,1696,736.78,-13712,16,-8.084905660377359
303,2020-11-14,ABC,TZ Roulette,Roulette,801,5764,1155,4240,1268.08,-12243,20,-2.8875
304,2020-10-26,ABC,Face Up Pai Gow,Pai Gow,208,1561,1357,405,296.59000000000003,-1760,3,-4.345679012345679
305,2020-11-20,ABC,Free Bet BJ 6 to 5,Blackjack,803,2980,1152,3024,655.6,-3542,21,-1.1712962962962963
306,2020-11-18,ABC,Face Up Pai Gow,Pai Gow,206,805,396,400,152.95,1176,16,2.94
307,2020-11-15,ABC,Free Bet BJ 6 to 5,Blackjack,7,5660,1029,1380,1245.2,3264,23,2.365217391304348
308,2020-10-31,ABC,Face Up Pai Gow,Pai Gow,208,4288,1679,2392,814.72,11412,23,4.770903010033445
309,2020-10-23,ABC,Free Bet BJ 6 to 5,Blackjack,7,1840,893,4800,404.8,11495,24,2.394791666666667
310,2020-11-12,ABC,Nepal Baccarat,Baccarat,204,1963,590,486,412.22999999999996,-1284,18,-2.6419753086419755
311,2020-10-18,ABC,Face Up Pai Gow,Pai Gow,207,6504,1752,2664,1235.76,-13634,18,-5.117867867867868
312,2020-11-18,ABC,Nepal Baccarat,Baccarat,204,2546,884,1296,534.66,-9180,9,-7.083333333333333
313,2020-10-04,ABC,Free Bet BJ 6 to 5,Blackjack,803,3885,1120,589,854.7,8426,19,14.305602716468591
314,2020-10-30,ABC,Free Bet BJ 6 to 5,Blackjack,652,4428,1008,2088,974.16,-18193,18,-8.713122605363985
315,2020-10-07,ABC,SZ Roulette,Roulette,170,4752,1056,1600,1045.44,-2156,10,-1.3475
316,2020-11-01,ABC,TZ Roulette,Roulette,801,5640,900,1034,1240.8,5627,22,5.441972920696325
317,2020-11-08,ABC,Face Up Pai Gow,Pai Gow,207,2703,944,1428,513.57,10458,21,7.323529411764706
318,2020-10-02,ABC,SZ Roulette,Roulette,170,4968,1008,1540,1092.96,-6509,22,-4.226623376623377
319,2020-10-21,ABC,Face Up Pai Gow,Pai Gow,207,1028,275,405,195.32,5432,3,13.412345679012345
320,2020-10-01,ABC,Nepal Baccarat,Baccarat,203,1152,1314,1242,241.92,10464,9,8.42512077294686
321,2020-11-15,ABC,Nepal Baccarat,Baccarat,204,3792,1058,1380,796.3199999999999,-10200,23,-7.391304347826087
322,2020-11-06,ABC,TZ Roulette,Roulette,801,2624,1344,3360,577.28,4998,24,1.4875
323,2020-10-29,ABC,Face Up Pai Gow,Pai Gow,208,1710,528,1872,324.9,-2405,18,-1.2847222222222223
324,2020-10-21,ABC,Nepal Baccarat,Baccarat,204,4896,1035,299,1028.1599999999999,-7176,13,-24.0
325,2020-10-13,ABC,Face Up Pai Gow,Pai Gow,208,2132,936,1596,405.08,-10968,19,-6.87218045112782
326,2020-10-11,ABC,TZ Roulette,Roulette,4,2622,1166,2420,576.84,16456,22,6.8
327,2020-11-17,ABC,Free Bet BJ 6 to 5,Blackjack,652,2016,1533,2484,443.52,-5951,23,-2.3957326892109503
328,2020-10-29,ABC,SZ Roulette,Roulette,170,1989,1034,1452,437.58,-6093,11,-4.196280991735537
329,2020-11-17,ABC,Face Up Pai Gow,Pai Gow,208,1815,1491,2275,344.85,-6670,13,-2.9318681318681317
330,2020-10-24,ABC,TZ Roulette,Roulette,4,3058,1650,1242,672.76,12642,23,10.178743961352657
331,2020-11-13,ABC,Face Up Pai Gow,Pai Gow,207,3132,1480,968,595.08,-10047,22,-10.37913223140496
332,2020-11-12,ABC,Face Up Pai Gow,Pai Gow,208,2532,1296,3740,481.08,99,17,0.026470588235294117
333,2020-11-04,ABC,Face Up Pai Gow,Pai Gow,207,3237,378,1748,615.03,-1580,23,-0.9038901601830663
334,2020-10-12,ABC,TZ Roulette,Roulette,801,219,804,1536,48.18,-1809,16,-1.177734375
335,2020-10-07,ABC,Nepal Baccarat,Baccarat,204,3634,142,920,763.14,357,4,0.38804347826086955
336,2020-11-12,ABC,Free Bet BJ 6 to 5,Blackjack,652,1742,1349,630,383.24,1160,6,1.8412698412698412
337,2020-10-04,ABC,Free Bet BJ 6 to 5,Blackjack,652,4860,1105,5750,1069.2,-2046,23,-0.35582608695652174
338,2020-10-09,ABC,Free Bet BJ 6 to 5,Blackjack,652,3933,954,960,865.26,-13087,16,-13.632291666666667
339,2020-10-15,ABC,Face Up Pai Gow,Pai Gow,207,642,225,1012,121.98,1464,23,1.4466403162055337
340,2020-11-01,ABC,SZ Roulette,Roulette,170,4389,1278,544,965.58,420,17,0.7720588235294118
341,2020-10-18,ABC,SZ Roulette,Roulette,170,3040,1334,2040,668.8,-9177,17,-4.498529411764705
342,2020-11-20,ABC,Free Bet BJ 6 to 5,Blackjack,7,2431,1197,3630,534.82,4820,22,1.3278236914600552
343,2020-10-25,ABC,Free Bet BJ 6 to 5,Blackjack,7,3408,1224,3570,749.76,1792,21,0.5019607843137255
344,2020-10-17,ABC,Face Up Pai Gow,Pai Gow,208,3486,1248,3648,662.34,10880,19,2.982456140350877
345,2020-10-17,ABC,TZ Roulette,Roulette,801,2192,969,1224,482.24,5504,17,4.496732026143791
346,2020-11-01,ABC,Free Bet BJ 6 to 5,Blackjack,7,3624,1050,950,797.28,-11664,19,-12.277894736842105
347,2020-10-10,ABC,Face Up Pai Gow,Pai Gow,207,4893,1254,1968,929.67,38,16,0.019308943089430895
348,2020-10-06,ABC,Face Up Pai Gow,Pai Gow,207,4853,710,352,922.07,-3146,8,-8.9375
349,2020-10-31,ABC,Free Bet BJ 6 to 5,Blackjack,804,2520,944,2668,554.4,16698,23,6.258620689655173
350,2020-11-11,ABC,Face Up Pai Gow,Pai Gow,206,4590,531,220,872.1,18228,11,82.85454545454546
351,2020-11-20,ABC,Face Up Pai Gow,Pai Gow,208,4161,855,1672,790.59,6314,22,3.776315789473684
352,2020-11-01,ABC,Nepal Baccarat,Baccarat,203,1785,1012,828,374.84999999999997,10676,18,12.893719806763285
353,2020-11-17,ABC,Face Up Pai Gow,Pai Gow,206,2079,663,1800,395.01,-6511,8,-3.6172222222222223
354,2020-10-18,ABC,Free Bet BJ 6 to 5,Blackjack,804,1957,966,2208,430.54,1472,24,0.6666666666666666
355,2020-11-18,ABC,SZ Roulette,Roulette,170,4920,222,2208,1082.4,8789,24,3.980525362318841
356,2020-10-23,ABC,Face Up Pai Gow,Pai Gow,207,5304,1156,1188,1007.76,16872,22,14.202020202020202
357,2020-10-27,ABC,Nepal Baccarat,Baccarat,204,5680,854,3465,1192.8,10507,21,3.0323232323232325
358,2020-11-07,ABC,SZ Roulette,Roulette,170,5032,1218,2232,1107.04,15696,18,7.032258064516129
359,2020-10-21,ABC,Face Up Pai Gow,Pai Gow,208,3094,124,2880,587.86,3492,16,1.2125
360,2020-10-12,ABC,Nepal Baccarat,Baccarat,203,3710,884,0,779.1,5670,0,inf
361,2020-10-31,ABC,SZ Roulette,Roulette,170,2822,1728,1080,620.84,-5746,20,-5.32037037037037
362,2020-11-01,ABC,Face Up Pai Gow,Pai Gow,207,5568,1155,2108,1057.92,14195,17,6.733870967741935
363,2020-11-15,ABC,Free Bet BJ 6 to 5,Blackjack,803,5588,1311,759,1229.36,-16537,23,-21.78787878787879
364,2020-10-04,ABC,Face Up Pai Gow,Pai Gow,207,3196,990,840,607.24,7084,24,8.433333333333334
365,2020-10-11,ABC,Nepal Baccarat,Baccarat,203,2698,1460,1128,566.5799999999999,14687,24,13.020390070921986
366,2020-10-15,ABC,Face Up Pai Gow,Pai Gow,208,6210,248,3080,1179.9,-4420,22,-1.4350649350649352
367,2020-11-10,ABC,Face Up Pai Gow,Pai Gow,207,276,752,90,52.44,16800,2,186.66666666666666
368,2020-11-16,ABC,Nepal Baccarat,Baccarat,203,416,376,572,87.36,5496,13,9.608391608391608
369,2020-10-01,ABC,Nepal Baccarat,Baccarat,204,668,477,3024,140.28,8590,21,2.8406084656084656
370,2020-10-18,ABC,Free Bet BJ 6 to 5,Blackjack,803,2706,1254,5640,595.32,-11480,24,-2.0354609929078014
371,2020-11-15,ABC,TZ Roulette,Roulette,4,4336,1340,4600,953.92,-6120,23,-1.3304347826086957
372,2020-11-04,ABC,SZ Roulette,Roulette,170,6072,312,408,1335.84,-3340,6,-8.186274509803921
373,2020-11-08,ABC,Nepal Baccarat,Baccarat,203,3192,950,2728,670.3199999999999,-15617,22,-5.724706744868035
374,2020-10-23,ABC,TZ Roulette,Roulette,4,6555,1064,2500,1442.1,-10368,20,-4.1472
375,2020-10-17,ABC,Free Bet BJ 6 to 5,Blackjack,652,2544,1008,1932,559.68,-7752,23,-4.012422360248447
376,2020-10-30,ABC,Free Bet BJ 6 to 5,Blackjack,7,3920,1584,1610,862.4,-11022,23,-6.845962732919254
377,2020-11-08,ABC,Face Up Pai Gow,Pai Gow,206,4416,1776,1368,839.04,20928,18,15.298245614035087
378,2020-11-15,ABC,Face Up Pai Gow,Pai Gow,208,4624,1260,1696,878.5600000000001,7144,16,4.212264150943396
379,2020-10-12,ABC,Face Up Pai Gow,Pai Gow,208,2950,700,1320,560.5,1767,8,1.3386363636363636
380,2020-11-06,ABC,Nepal Baccarat,Baccarat,203,3300,1224,527,693.0,12780,17,24.250474383301707
381,2020-10-30,ABC,Free Bet BJ 6 to 5,Blackjack,804,2667,969,3600,586.74,-8932,20,-2.4811111111111113
382,2020-10-10,ABC,Nepal Baccarat,Baccarat,203,3186,940,846,669.06,-4064,18,-4.803782505910165
383,2020-10-08,ABC,Free Bet BJ 6 to 5,Blackjack,652,2673,61,1110,588.0600000000001,876,6,0.7891891891891892
384,2020-11-12,ABC,Face Up Pai Gow,Pai Gow,206,2016,572,640,383.04,552,8,0.8625
385,2020-11-08,ABC,TZ Roulette,Roulette,4,5292,1260,2856,1164.24,-1921,17,-0.6726190476190477
386,2020-10-15,ABC,Nepal Baccarat,Baccarat,204,2941,295,180,617.61,-762,2,-4.233333333333333
387,2020-10-25,ABC,Free Bet BJ 6 to 5,Blackjack,804,6141,1170,3150,1351.02,3384,21,1.0742857142857143
388,2020-10-24,ABC,SZ Roulette,Roulette,170,3400,1365,2808,748.0,6447,24,2.2959401709401708
389,2020-10-24,ABC,Face Up Pai Gow,Pai Gow,208,2816,1323,4770,535.04,-4427,18,-0.9280922431865828
390,2020-11-14,ABC,Free Bet BJ 6 to 5,Blackjack,804,5208,1704,1785,1145.76,16674,17,9.341176470588236
391,2020-10-12,ABC,Free Bet BJ 6 to 5,Blackjack,803,1195,1608,840,262.9,14973,20,17.825
392,2020-11-13,ABC,Free Bet BJ 6 to 5,Blackjack,7,5510,986,3960,1212.2,21574,24,5.447979797979798
393,2020-10-14,ABC,Face Up Pai Gow,Pai Gow,207,3105,348,270,589.95,-6171,5,-22.855555555555554
394,2020-11-07,ABC,Free Bet BJ 6 to 5,Blackjack,652,4848,1680,880,1066.56,7885,20,8.960227272727273
395,2020-10-09,ABC,Face Up Pai Gow,Pai Gow,208,4136,1311,1050,785.84,4522,21,4.306666666666667
396,2020-10-04,ABC,Face Up Pai Gow,Pai Gow,208,2880,1008,2112,547.2,-16422,24,-7.775568181818182
397,2020-11-06,ABC,SZ Roulette,Roulette,170,1998,1464,1836,439.56,-16544,18,-9.010893246187363
398,2020-10-03,ABC,Face Up Pai Gow,Pai Gow,208,1989,1300,1870,377.91,10183,17,5.445454545454545
399,2020-11-13,ABC,TZ Roulette,Roulette,4,4233,1480,2754,931.26,-3933,17,-1.4281045751633987
400,2020-10-09,ABC,TZ Roulette,Roulette,801,2898,1071,736,637.5600000000001,-14872,23,-20.206521739130434
401,2020-10-09,ABC,TZ Roulette,Roulette,4,5054,864,3760,1111.88,-5358,20,-1.425
402,2020-10-03,ABC,SZ Roulette,Roulette,171,2242,1314,4410,493.24,3184,18,0.7219954648526077
403,2020-11-18,ABC,Free Bet BJ 6 to 5,Blackjack,652,1841,1083,4704,405.02,-1010,24,-0.2147108843537415
404,2020-11-02,ABC,SZ Roulette,Roulette,170,3648,165,3876,802.5600000000001,109,19,0.028121775025799794
405,2020-11-07,ABC,Free Bet BJ 6 to 5,Blackjack,7,5676,1078,1610,1248.72,2583,23,1.6043478260869566
406,2020-10-29,ABC,Nepal Baccarat,Baccarat,203,5400,122,56,1134.0,950,1,16.964285714285715
407,2020-11-05,ABC,Nepal Baccarat,Baccarat,203,2772,768,540,582.12,-17140,5,-31.74074074074074
408,2020-10-18,ABC,Nepal Baccarat,Baccarat,204,3546,1140,1156,744.66,5344,17,4.622837370242214
409,2020-10-17,ABC,Face Up Pai Gow,Pai Gow,207,6094,1072,2400,1157.86,-21168,16,-8.82
410,2020-11-11,ABC,Nepal Baccarat,Baccarat,204,4232,310,116,888.7199999999999,3280,2,28.275862068965516
411,2020-10-02,ABC,Free Bet BJ 6 to 5,Blackjack,804,5148,1122,952,1132.56,-4623,17,-4.85609243697479
412,2020-10-11,ABC,Free Bet BJ 6 to 5,Blackjack,803,4488,1488,1134,987.36,-3348,21,-2.9523809523809526
413,2020-11-13,ABC,Face Up Pai Gow,Pai Gow,208,5952,1113,2448,1130.88,-15390,16,-6.286764705882353
414,2020-11-12,ABC,Nepal Baccarat,Baccarat,203,2224,735,552,467.03999999999996,-14304,3,-25.91304347826087
415,2020-11-17,ABC,Nepal Baccarat,Baccarat,204,738,1800,1080,154.98,2540,8,2.3518518518518516
416,2020-11-15,ABC,SZ Roulette,Roulette,170,5035,833,3840,1107.7,-12103,20,-3.1518229166666667
417,2020-11-15,ABC,Free Bet BJ 6 to 5,Blackjack,804,3820,1242,3864,840.4,-1628,21,-0.42132505175983437
418,2020-10-30,ABC,Face Up Pai Gow,Pai Gow,208,6237,1265,4400,1185.03,-10017,20,-2.276590909090909
419,2020-10-13,ABC,Face Up Pai Gow,Pai Gow,207,4660,1386,1224,885.4,-6981,12,-5.703431372549019
420,2020-10-18,ABC,TZ Roulette,Roulette,801,3933,1610,814,865.26,3726,22,4.577395577395578
421,2020-10-31,ABC,Free Bet BJ 6 to 5,Blackjack,7,5064,940,1806,1114.08,-8460,21,-4.6843853820598005
422,2020-10-25,ABC,Face Up Pai Gow,Pai Gow,207,3927,1380,3480,746.13,12410,24,3.5660919540229883
423,2020-11-12,ABC,SZ Roulette,Roulette,171,3757,444,5060,826.54,2070,23,0.4090909090909091
424,2020-10-19,ABC,Nepal Baccarat,Baccarat,203,3135,1314,3456,658.35,28,18,0.008101851851851851
425,2020-11-17,ABC,SZ Roulette,Roulette,170,5480,138,1200,1205.6,13034,24,10.861666666666666
426,2020-11-03,ABC,Nepal Baccarat,Baccarat,203,352,630,936,73.92,-815,12,-0.8707264957264957
427,2020-10-07,ABC,Face Up Pai Gow,Pai Gow,207,960,290,2070,182.4,-5383,23,-2.6004830917874395
428,2020-11-02,ABC,Nepal Baccarat,Baccarat,204,5412,1608,2860,1136.52,-6394,13,-2.2356643356643358
429,2020-11-06,ABC,Free Bet BJ 6 to 5,Blackjack,803,2856,1342,5500,628.32,7584,20,1.3789090909090909
430,2020-10-02,ABC,TZ Roulette,Roulette,801,5819,1380,1596,1280.18,10693,21,6.699874686716792
431,2020-11-16,ABC,SZ Roulette,Roulette,170,1782,1159,3008,392.04,16032,16,5.329787234042553
432,2020-11-20,ABC,Free Bet BJ 6 to 5,Blackjack,804,2424,1170,3960,533.28,17661,18,4.459848484848485
433,2020-11-20,ABC,Nepal Baccarat,Baccarat,204,5320,1241,816,1117.2,6187,17,7.582107843137255
434,2020-10-16,ABC,Free Bet BJ 6 to 5,Blackjack,652,2565,1564,651,564.3,-72,21,-0.11059907834101383
435,2020-10-15,ABC,SZ Roulette,Roulette,170,768,1472,259,168.96,909,7,3.5096525096525095
436,2020-11-07,ABC,Free Bet BJ 6 to 5,Blackjack,804,2040,1034,2880,448.8,-13968,24,-4.85
437,2020-10-31,ABC,Nepal Baccarat,Baccarat,204,3655,1280,3335,767.55,9842,23,2.9511244377811097
438,2020-10-25,ABC,TZ Roulette,Roulette,801,4994,1449,684,1098.68,6820,18,9.970760233918128
439,2020-10-18,ABC,Free Bet BJ 6 to 5,Blackjack,652,3674,1088,1564,808.28,10680,17,6.828644501278772
440,2020-10-09,ABC,Free Bet BJ 6 to 5,Blackjack,7,1998,1134,2024,439.56,-16968,22,-8.383399209486166
441,2020-10-22,ABC,SZ Roulette,Roulette,170,1089,918,578,239.58,5826,17,10.079584775086506
442,2020-10-16,ABC,Free Bet BJ 6 to 5,Blackjack,803,5198,960,1824,1143.56,-9600,16,-5.2631578947368425
443,2020-10-10,ABC,TZ Roulette,Roulette,4,6768,1296,1488,1488.96,-14664,16,-9.85483870967742
444,2020-11-13,ABC,Free Bet BJ 6 to 5,Blackjack,804,2628,900,3600,578.16,6420,24,1.7833333333333334
445,2020-10-23,ABC,Craps,Craps,406,5840,1260,2952,1226.3999999999999,18690,18,6.33130081300813
446,2020-11-12,ABC,Craps,Craps,406,3978,268,518,835.38,-2790,14,-5.386100386100386
447,2020-10-27,ABC,Craps,Craps,405,5355,806,988,1124.55,-7605,19,-7.697368421052632
448,2020-10-12,ABC,Craps,Craps,405,430,612,4500,90.3,3810,20,0.8466666666666667
449,2020-10-10,ABC,Craps,Craps,403,2380,976,969,499.79999999999995,3584,19,3.698658410732714
450,2020-11-21,ABC,Craps,Craps,401,6417,918,2100,1347.57,-12767,21,-6.07952380952381
451,2020-10-22,ABC,Craps,Craps,403,959,480,2052,201.39,-7088,19,-3.4541910331384016
452,2020-10-13,ABC,Craps,Craps,403,2672,845,494,561.12,-3044,13,-6.161943319838056
453,2020-10-09,ABC,Craps,Craps,403,4158,1368,2052,873.18,-1232,18,-0.6003898635477583
454,2020-10-02,ABC,Craps,Craps,406,3348,1188,2280,703.0799999999999,1936,19,0.8491228070175438
455,2020-10-09,ABC,Craps,Craps,407,7128,960,1254,1496.8799999999999,-10097,19,-8.051834130781499
456,2020-10-27,ABC,Craps,Craps,402,2976,174,600,624.9599999999999,1122,3,1.87
457,2020-10-19,ABC,Craps,Craps,406,3248,1136,84,682.0799999999999,413,1,4.916666666666667
458,2020-11-12,ABC,Craps,Craps,402,1080,949,1395,226.79999999999998,6685,9,4.792114695340501
459,2020-10-19,ABC,Craps,Craps,405,1000,1062,720,210.0,-14094,15,-19.575
460,2020-10-20,ABC,Craps,Craps,405,2970,700,960,623.6999999999999,6289,5,6.551041666666666
461,2020-11-19,ABC,Craps,Craps,404,3367,144,84,707.0699999999999,-12144,1,-144.57142857142858
462,2020-11-08,ABC,Craps,Craps,404,3154,1608,3696,662.34,-1972,22,-0.5335497835497836
463,2020-10-01,ABC,Craps,Craps,407,1449,1242,1824,304.28999999999996,-11466,19,-6.286184210526316
464,2020-11-08,ABC,Craps,Craps,401,3808,1350,741,799.68,2436,19,3.2874493927125505
465,2020-10-07,ABC,Craps,Craps,404,552,490,2128,115.92,-9438,19,-4.43515037593985
466,2020-10-18,ABC,Craps,Craps,401,4071,1428,2176,854.91,12034,17,5.530330882352941
467,2020-11-13,ABC,Craps,Craps,403,5302,1656,5460,1113.4199999999998,-3080,21,-0.5641025641025641
468,2020-11-11,ABC,Craps,Craps,405,1960,423,230,411.59999999999997,-1036,10,-4.504347826086956
469,2020-10-11,ABC,Craps,Craps,407,3762,1704,1600,790.02,9040,16,5.65
470,2020-10-18,ABC,Craps,Craps,403,4623,1242,1786,970.8299999999999,-1276,19,-0.7144456886898096
471,2020-11-04,ABC,Craps,Craps,403,576,282,864,120.96,-5411,4,-6.262731481481482
